,id,name,height,weight,evolves-from,hp,attack,defense,special-attack,special-defense,speed,base-stat-total,primary-type,secondary-type
384,385,Jirachi,3,11,,100,100,100,100,100,100,600,steel,psychic
385,386,Deoxys-Normal,17,608,,50,150,50,150,50,150,600,psychic,
386,387,Turtwig,4,102,,55,68,64,45,55,31,318,grass,
387,388,Grotle,11,970,Turtwig,75,89,85,55,65,36,405,grass,
388,389,Torterra,22,3100,Grotle,95,109,105,75,85,56,525,grass,ground
389,390,Chimchar,5,62,,44,58,44,58,44,61,309,fire,
390,391,Monferno,9,220,Chimchar,64,78,52,78,52,81,405,fire,fighting
391,392,Infernape,12,550,Monferno,76,104,71,104,71,108,534,fire,fighting
392,393,Piplup,4,52,,53,51,53,61,56,40,314,water,
393,394,Prinplup,8,230,Piplup,64,66,68,81,76,50,405,water,
394,395,Empoleon,17,845,Prinplup,84,86,88,111,101,60,530,water,steel
395,396,Starly,3,20,,40,55,30,30,30,60,245,normal,flying
396,397,Staravia,6,155,Starly,55,75,50,40,40,80,340,normal,flying
397,398,Staraptor,12,249,Staravia,85,120,70,50,60,100,485,normal,flying
398,399,Bidoof,5,200,,59,45,40,35,40,31,250,normal,
399,400,Bibarel,10,315,Bidoof,79,85,60,55,60,71,410,normal,water
400,401,Kricketot,3,22,,37,25,41,25,41,25,194,bug,
401,402,Kricketune,10,255,Kricketot,77,85,51,55,51,65,384,bug,
402,403,Shinx,5,95,,45,65,34,40,34,45,263,electric,
403,404,Luxio,9,305,Shinx,60,85,49,60,49,60,363,electric,
404,405,Luxray,14,420,Luxio,80,120,79,95,79,70,523,electric,
405,406,Budew,2,12,,40,30,35,50,70,55,280,grass,poison
406,407,Roserade,9,145,Roselia,60,70,65,125,105,90,515,grass,poison
407,408,Cranidos,9,315,,67,125,40,30,30,58,350,rock,
408,409,Rampardos,16,1025,Cranidos,97,165,60,65,50,58,495,rock,
409,410,Shieldon,5,570,,30,42,118,42,88,30,350,rock,steel
410,411,Bastiodon,13,1495,Shieldon,60,52,168,47,138,30,495,rock,steel
411,412,Burmy,2,34,,40,29,45,29,45,36,224,bug,
412,413,Wormadam-Plant,5,65,,60,59,85,79,105,36,424,bug,grass
413,414,Mothim,9,233,Burmy,70,94,50,94,50,66,424,bug,flying
414,415,Combee,3,55,,30,30,42,30,42,70,244,bug,flying
415,416,Vespiquen,12,385,Combee,70,80,102,80,102,40,474,bug,flying
416,417,Pachirisu,4,39,,60,45,70,45,90,95,405,electric,
417,418,Buizel,7,295,,55,65,35,60,30,85,330,water,
418,419,Floatzel,11,335,Buizel,85,105,55,85,50,115,495,water,
419,420,Cherubi,4,33,,45,35,45,62,53,35,275,grass,
420,421,Cherrim,5,93,Cherubi,70,60,70,87,78,85,450,grass,
421,422,Shellos,3,63,,76,48,48,57,62,34,325,water,
422,423,Gastrodon,9,299,Shellos,111,83,68,92,82,39,475,water,ground
423,424,Ambipom,12,203,Aipom,75,100,66,60,66,115,482,normal,
424,425,Drifloon,4,12,,90,50,34,60,44,70,348,ghost,flying
425,426,Drifblim,12,150,Drifloon,150,80,44,90,54,80,498,ghost,flying
426,427,Buneary,4,55,,55,66,44,44,56,85,350,normal,
427,428,Lopunny,12,333,Buneary,65,76,84,54,96,105,480,normal,
428,429,Mismagius,9,44,Misdreavus,60,60,60,105,105,105,495,ghost,
429,430,Honchkrow,9,273,Murkrow,100,125,52,105,52,71,505,dark,flying
430,431,Glameow,5,39,,49,55,42,42,37,85,310,normal,
431,432,Purugly,10,438,Glameow,71,82,64,64,59,112,452,normal,
432,433,Chingling,2,6,,45,30,50,65,50,45,285,psychic,
433,434,Stunky,4,192,,63,63,47,41,41,74,329,poison,dark
434,435,Skuntank,10,380,Stunky,103,93,67,71,61,84,479,poison,dark
435,436,Bronzor,5,605,,57,24,86,24,86,23,300,steel,psychic
436,437,Bronzong,13,1870,Bronzor,67,89,116,79,116,33,500,steel,psychic
437,438,Bonsly,5,150,,50,80,95,10,45,10,290,rock,
438,439,Mime-Jr,6,130,,20,25,45,70,90,60,310,psychic,fairy
439,440,Happiny,6,244,,100,5,5,15,65,30,220,normal,
440,441,Chatot,5,19,,76,65,45,92,42,91,411,normal,flying
441,442,Spiritomb,10,1080,,50,92,108,92,108,35,485,ghost,dark
442,443,Gible,7,205,,58,70,45,40,45,42,300,dragon,ground
443,444,Gabite,14,560,Gible,68,90,65,50,55,82,410,dragon,ground
444,445,Garchomp,19,950,Gabite,108,130,95,80,85,102,600,dragon,ground
445,446,Munchlax,6,1050,,135,85,40,40,85,5,390,normal,
446,447,Riolu,7,202,,40,70,40,35,40,60,285,fighting,
447,448,Lucario,12,540,Riolu,70,110,70,115,70,90,525,fighting,steel
448,449,Hippopotas,8,495,,68,72,78,38,42,32,330,ground,
449,450,Hippowdon,20,3000,Hippopotas,108,112,118,68,72,47,525,ground,
450,451,Skorupi,8,120,,40,50,90,30,55,65,330,poison,bug
451,452,Drapion,13,615,Skorupi,70,90,110,60,75,95,500,poison,dark
452,453,Croagunk,7,230,,48,61,40,61,40,50,300,poison,fighting
453,454,Toxicroak,13,444,Croagunk,83,106,65,86,65,85,490,poison,fighting
454,455,Carnivine,14,270,,74,100,72,90,72,46,454,grass,
455,456,Finneon,4,70,,49,49,56,49,61,66,330,water,
456,457,Lumineon,12,240,Finneon,69,69,76,69,86,91,460,water,
457,458,Mantyke,10,650,,45,20,50,60,120,50,345,water,flying
458,459,Snover,10,505,,60,62,50,62,60,40,334,grass,ice
459,460,Abomasnow,22,1355,Snover,90,92,75,92,85,60,494,grass,ice
460,461,Weavile,11,340,Sneasel,70,120,65,45,85,125,510,dark,ice
461,462,Magnezone,12,1800,Magneton,70,70,115,130,90,60,535,electric,steel
462,463,Lickilicky,17,1400,Lickitung,110,85,95,80,95,50,515,normal,
463,464,Rhyperior,24,2828,Rhydon,115,140,130,55,55,40,535,ground,rock
464,465,Tangrowth,20,1286,Tangela,100,100,125,110,50,50,535,grass,
465,466,Electivire,18,1386,Electabuzz,75,123,67,95,85,95,540,electric,
466,467,Magmortar,16,680,Magmar,75,95,67,125,95,83,540,fire,
467,468,Togekiss,15,380,Togetic,85,50,95,120,115,80,545,fairy,flying
468,469,Yanmega,19,515,Yanma,86,76,86,116,56,95,515,bug,flying
469,470,Leafeon,10,255,Eevee,65,110,130,60,65,95,525,grass,
470,471,Glaceon,8,259,Eevee,65,60,110,130,95,65,525,ice,
471,472,Gliscor,20,425,Gligar,75,95,125,45,75,95,510,ground,flying
472,473,Mamoswine,25,2910,Piloswine,110,130,80,70,60,80,530,ice,ground
473,474,Porygon-Z,9,340,Porygon2,85,80,70,135,75,90,535,normal,
474,475,Gallade,16,520,Kirlia,68,125,65,65,115,80,518,psychic,fighting
475,476,Probopass,14,3400,Nosepass,60,55,145,75,150,40,525,rock,steel
476,477,Dusknoir,22,1066,Dusclops,45,100,135,65,135,45,525,ghost,
477,478,Froslass,13,266,Snorunt,70,80,70,80,70,110,480,ice,ghost
478,479,Rotom,3,3,,50,50,77,95,77,91,440,electric,ghost
479,480,Uxie,3,3,,75,75,130,75,130,95,580,psychic,
480,481,Mesprit,3,3,,80,105,105,105,105,80,580,psychic,
481,482,Azelf,3,3,,75,125,70,125,70,115,580,psychic,
482,483,Dialga,54,6830,,100,120,120,150,100,90,680,steel,dragon
483,484,Palkia,42,3360,,90,120,100,150,120,100,680,water,dragon
484,485,Heatran,17,4300,,91,90,106,130,106,77,600,fire,steel
485,486,Regigigas,37,4200,,110,160,110,80,110,100,670,normal,
486,487,Giratina-Altered,45,7500,,150,100,120,100,120,90,680,ghost,dragon
487,488,Cresselia,15,856,,120,70,120,75,130,85,600,psychic,
488,489,Phione,4,31,,80,80,80,80,80,80,480,water,
489,490,Manaphy,3,14,Phione,100,100,100,100,100,100,600,water,
490,491,Darkrai,15,505,,70,90,90,135,90,125,600,dark,
491,492,Shaymin-Land,2,21,,100,100,100,100,100,100,600,grass,
492,493,Arceus,32,3200,,120,120,120,120,120,120,720,normal,
493,494,Victini,4,40,,100,100,100,100,100,100,600,psychic,fire
494,495,Snivy,6,81,,45,45,55,45,55,63,308,grass,
495,496,Servine,8,160,Snivy,60,60,75,60,75,83,413,grass,
496,497,Serperior,33,630,Servine,75,75,95,75,95,113,528,grass,
497,498,Tepig,5,99,,65,63,45,45,45,45,308,fire,
498,499,Pignite,10,555,Tepig,90,93,55,70,55,55,418,fire,fighting
499,500,Emboar,16,1500,Pignite,110,123,65,100,65,65,528,fire,fighting
500,501,Oshawott,5,59,,55,55,45,63,45,45,308,water,
501,502,Dewott,8,245,Oshawott,75,75,60,83,60,60,413,water,
502,503,Samurott,15,946,Dewott,95,100,85,108,70,70,528,water,
503,504,Patrat,5,116,,45,55,39,35,39,42,255,normal,
504,505,Watchog,11,270,Patrat,60,85,69,60,69,77,420,normal,
505,506,Lillipup,4,41,,45,60,45,25,45,55,275,normal,
506,507,Herdier,9,147,Lillipup,65,80,65,35,65,60,370,normal,
507,508,Stoutland,12,610,Herdier,85,110,90,45,90,80,500,normal,
508,509,Purrloin,4,101,,41,50,37,50,37,66,281,dark,
509,510,Liepard,11,375,Purrloin,64,88,50,88,50,106,446,dark,
510,511,Pansage,6,105,,50,53,48,53,48,64,316,grass,
511,512,Simisage,11,305,Pansage,75,98,63,98,63,101,498,grass,
512,513,Pansear,6,110,,50,53,48,53,48,64,316,fire,
513,514,Simisear,10,280,Pansear,75,98,63,98,63,101,498,fire,
514,515,Panpour,6,135,,50,53,48,53,48,64,316,water,
515,516,Simipour,10,290,Panpour,75,98,63,98,63,101,498,water,
516,517,Munna,6,233,,76,25,45,67,55,24,292,psychic,
517,518,Musharna,11,605,Munna,116,55,85,107,95,29,487,psychic,
518,519,Pidove,3,21,,50,55,50,36,30,43,264,normal,flying
519,520,Tranquill,6,150,Pidove,62,77,62,50,42,65,358,normal,flying
520,521,Unfezant,12,290,Tranquill,80,115,80,65,55,93,488,normal,flying
521,522,Blitzle,8,298,,45,60,32,50,32,76,295,electric,
522,523,Zebstrika,16,795,Blitzle,75,100,63,80,63,116,497,electric,
523,524,Roggenrola,4,180,,55,75,85,25,25,15,280,rock,
524,525,Boldore,9,1020,Roggenrola,70,105,105,50,40,20,390,rock,
525,526,Gigalith,17,2600,Boldore,85,135,130,60,80,25,515,rock,
526,527,Woobat,4,21,,65,45,43,55,43,72,323,psychic,flying
527,528,Swoobat,9,105,Woobat,67,57,55,77,55,114,425,psychic,flying
528,529,Drilbur,3,85,,60,85,40,30,45,68,328,ground,
529,530,Excadrill,7,404,Drilbur,110,135,60,50,65,88,508,ground,steel
530,531,Audino,11,310,,103,60,86,60,86,50,445,normal,
531,532,Timburr,6,125,,75,80,55,25,35,35,305,fighting,
532,533,Gurdurr,12,400,Timburr,85,105,85,40,50,40,405,fighting,
533,534,Conkeldurr,14,870,Gurdurr,105,140,95,55,65,45,505,fighting,
534,535,Tympole,5,45,,50,50,40,50,40,64,294,water,
535,536,Palpitoad,8,170,Tympole,75,65,55,65,55,69,384,water,ground
536,537,Seismitoad,15,620,Palpitoad,105,95,75,85,75,74,509,water,ground
537,538,Throh,13,555,,120,100,85,30,85,45,465,fighting,
538,539,Sawk,14,510,,75,125,75,30,75,85,465,fighting,
539,540,Sewaddle,3,25,,45,53,70,40,60,42,310,bug,grass
540,541,Swadloon,5,73,Sewaddle,55,63,90,50,80,42,380,bug,grass
541,542,Leavanny,12,205,Swadloon,75,103,80,70,80,92,500,bug,grass
542,543,Venipede,4,53,,30,45,59,30,39,57,260,bug,poison
543,544,Whirlipede,12,585,Venipede,40,55,99,40,79,47,360,bug,poison
544,545,Scolipede,25,2005,Whirlipede,60,100,89,55,69,112,485,bug,poison
545,546,Cottonee,3,6,,40,27,60,37,50,66,280,grass,fairy
546,547,Whimsicott,7,66,Cottonee,60,67,85,77,75,116,480,grass,fairy
547,548,Petilil,5,66,,45,35,50,70,50,30,280,grass,
548,549,Lilligant,11,163,Petilil,70,60,75,110,75,90,480,grass,
549,550,Basculin-Red-Striped,10,180,,70,92,65,80,55,98,460,water,
550,551,Sandile,7,152,,50,72,35,35,35,65,292,ground,dark
551,552,Krokorok,10,334,Sandile,60,82,45,45,45,74,351,ground,dark
552,553,Krookodile,15,963,Krokorok,95,117,80,65,70,92,519,ground,dark
553,554,Darumaka,6,375,,70,90,45,15,45,50,315,fire,
554,555,Darmanitan-Standard,13,929,,105,140,55,30,55,95,480,fire,
555,556,Maractus,10,280,,75,86,67,106,67,60,461,grass,
556,557,Dwebble,3,145,,50,65,85,35,35,55,325,bug,rock
557,558,Crustle,14,2000,Dwebble,70,105,125,65,75,45,485,bug,rock
558,559,Scraggy,6,118,,50,75,70,35,70,48,348,dark,fighting
559,560,Scrafty,11,300,Scraggy,65,90,115,45,115,58,488,dark,fighting
560,561,Sigilyph,14,140,,72,58,80,103,80,97,490,psychic,flying
561,562,Yamask,5,15,,38,30,85,55,65,30,303,ghost,
562,563,Cofagrigus,17,765,Yamask,58,50,145,95,105,30,483,ghost,
563,564,Tirtouga,7,165,,54,78,103,53,45,22,355,water,rock
564,565,Carracosta,12,810,Tirtouga,74,108,133,83,65,32,495,water,rock
565,566,Archen,5,95,,55,112,45,74,45,70,401,rock,flying
566,567,Archeops,14,320,Archen,75,140,65,112,65,110,567,rock,flying
567,568,Trubbish,6,310,,50,50,62,40,62,65,329,poison,
568,569,Garbodor,19,1073,Trubbish,80,95,82,60,82,75,474,poison,
569,570,Zorua,7,125,,40,65,40,80,40,65,330,dark,
570,571,Zoroark,16,811,Zorua,60,105,60,120,60,105,510,dark,
571,572,Minccino,4,58,,55,50,40,40,40,75,300,normal,
572,573,Cinccino,5,75,Minccino,75,95,60,65,60,115,470,normal,
573,574,Gothita,4,58,,45,30,50,55,65,45,290,psychic,
574,575,Gothorita,7,180,Gothita,60,45,70,75,85,55,390,psychic,
575,576,Gothitelle,15,440,Gothorita,70,55,95,95,110,65,490,psychic,
576,577,Solosis,3,10,,45,30,40,105,50,20,290,psychic,
577,578,Duosion,6,80,Solosis,65,40,50,125,60,30,370,psychic,
578,579,Reuniclus,10,201,Duosion,110,65,75,125,85,30,490,psychic,
579,580,Ducklett,5,55,,62,44,50,44,50,55,305,water,flying
580,581,Swanna,13,242,Ducklett,75,87,63,87,63,98,473,water,flying
581,582,Vanillite,4,57,,36,50,50,65,60,44,305,ice,
582,583,Vanillish,11,410,Vanillite,51,65,65,80,75,59,395,ice,
583,584,Vanilluxe,13,575,Vanillish,71,95,85,110,95,79,535,ice,
584,585,Deerling,6,195,,60,60,50,40,50,75,335,normal,grass
585,586,Sawsbuck,19,925,Deerling,80,100,70,60,70,95,475,normal,grass
586,587,Emolga,4,50,,55,75,60,75,60,103,428,electric,flying
587,588,Karrablast,5,59,,50,75,45,40,45,60,315,bug,
588,589,Escavalier,10,330,Karrablast,70,135,105,60,105,20,495,bug,steel
589,590,Foongus,2,10,,69,55,45,55,55,15,294,grass,poison
590,591,Amoonguss,6,105,Foongus,114,85,70,85,80,30,464,grass,poison
591,592,Frillish,12,330,,55,40,50,65,85,40,335,water,ghost
592,593,Jellicent,22,1350,Frillish,100,60,70,85,105,60,480,water,ghost
593,594,Alomomola,12,316,,165,75,80,40,45,65,470,water,
594,595,Joltik,1,6,,50,47,50,57,50,65,319,bug,electric
595,596,Galvantula,8,143,Joltik,70,77,60,97,60,108,472,bug,electric
596,597,Ferroseed,6,188,,44,50,91,24,86,10,305,grass,steel
597,598,Ferrothorn,10,1100,Ferroseed,74,94,131,54,116,20,489,grass,steel
598,599,Klink,3,210,,40,55,70,45,60,30,300,steel,
599,600,Klang,6,510,Klink,60,80,95,70,85,50,440,steel,
600,601,Klinklang,6,810,Klang,60,100,115,70,85,90,520,steel,
601,602,Tynamo,2,3,,35,55,40,45,40,60,275,electric,
602,603,Eelektrik,12,220,Tynamo,65,85,70,75,70,40,405,electric,
603,604,Eelektross,21,805,Eelektrik,85,115,80,105,80,50,515,electric,
604,605,Elgyem,5,90,,55,55,55,85,55,30,335,psychic,
605,606,Beheeyem,10,345,Elgyem,75,75,75,125,95,40,485,psychic,
606,607,Litwick,3,31,,50,30,55,65,55,20,275,ghost,fire
607,608,Lampent,6,130,Litwick,60,40,60,95,60,55,370,ghost,fire
608,609,Chandelure,10,343,Lampent,60,55,90,145,90,80,520,ghost,fire
609,610,Axew,6,180,,46,87,60,30,40,57,320,dragon,
610,611,Fraxure,10,360,Axew,66,117,70,40,50,67,410,dragon,
611,612,Haxorus,18,1055,Fraxure,76,147,90,60,70,97,540,dragon,
612,613,Cubchoo,5,85,,55,70,40,60,40,40,305,ice,
613,614,Beartic,26,2600,Cubchoo,95,130,80,70,80,50,505,ice,
614,615,Cryogonal,11,1480,,80,50,50,95,135,105,515,ice,
615,616,Shelmet,4,77,,50,40,85,40,65,25,305,bug,
616,617,Accelgor,8,253,Shelmet,80,70,40,100,60,145,495,bug,
617,618,Stunfisk,7,110,,109,66,84,81,99,32,471,ground,electric
618,619,Mienfoo,9,200,,45,85,50,55,50,65,350,fighting,
619,620,Mienshao,14,355,Mienfoo,65,125,60,95,60,105,510,fighting,
620,621,Druddigon,16,1390,,77,120,90,60,90,48,485,dragon,
621,622,Golett,10,920,,59,74,50,35,50,35,303,ground,ghost
622,623,Golurk,28,3300,Golett,89,124,80,55,80,55,483,ground,ghost
623,624,Pawniard,5,102,,45,85,70,40,40,60,340,dark,steel
624,625,Bisharp,16,700,Pawniard,65,125,100,60,70,70,490,dark,steel
625,626,Bouffalant,16,946,,95,110,95,40,95,55,490,normal,
626,627,Rufflet,5,105,,70,83,50,37,50,60,350,normal,flying
627,628,Braviary,15,410,Rufflet,100,123,75,57,75,80,510,normal,flying
628,629,Vullaby,5,90,,70,55,75,45,65,60,370,dark,flying
629,630,Mandibuzz,12,395,Vullaby,110,65,105,55,95,80,510,dark,flying
630,631,Heatmor,14,580,,85,97,66,105,66,65,484,fire,
631,632,Durant,3,330,,58,109,112,48,48,109,484,bug,steel
632,633,Deino,8,173,,52,65,50,45,50,38,300,dark,dragon
633,634,Zweilous,14,500,Deino,72,85,70,65,70,58,420,dark,dragon
634,635,Hydreigon,18,1600,Zweilous,92,105,90,125,90,98,600,dark,dragon
635,636,Larvesta,11,288,,55,85,55,50,55,60,360,bug,fire
636,637,Volcarona,16,460,Larvesta,85,60,65,135,105,100,550,bug,fire
637,638,Cobalion,21,2500,,91,90,129,90,72,108,580,steel,fighting
638,639,Terrakion,19,2600,,91,129,90,72,90,108,580,rock,fighting
639,640,Virizion,20,2000,,91,90,72,90,129,108,580,grass,fighting
640,641,Tornadus-Incarnate,15,630,,79,115,70,125,80,111,580,flying,
641,642,Thundurus-Incarnate,15,610,,79,115,70,125,80,111,580,electric,flying
642,643,Reshiram,32,3300,,100,120,100,150,120,90,680,dragon,fire
643,644,Zekrom,29,3450,,100,150,120,120,100,90,680,dragon,electric
644,645,Landorus-Incarnate,15,680,,89,125,90,115,80,101,600,ground,flying
645,646,Kyurem,30,3250,,125,130,90,130,90,95,660,dragon,ice
646,647,Keldeo-Ordinary,14,485,,91,72,90,129,90,108,580,water,fighting
647,648,Meloetta-Aria,6,65,,100,77,77,128,128,90,600,normal,psychic
648,649,Genesect,15,825,,71,120,95,120,95,99,600,bug,steel
649,650,Chespin,4,90,,56,61,65,48,45,38,313,grass,
650,651,Quilladin,7,290,Chespin,61,78,95,56,58,57,405,grass,
651,652,Chesnaught,16,900,Quilladin,88,107,122,74,75,64,530,grass,fighting
652,653,Fennekin,4,94,,40,45,40,62,60,60,307,fire,
653,654,Braixen,10,145,Fennekin,59,59,58,90,70,73,409,fire,
654,655,Delphox,15,390,Braixen,75,69,72,114,100,104,534,fire,psychic
655,656,Froakie,3,70,,41,56,40,62,44,71,314,water,
656,657,Frogadier,6,109,Froakie,54,63,52,83,56,97,405,water,
657,658,Greninja,15,400,Frogadier,72,95,67,103,71,122,530,water,dark
658,659,Bunnelby,4,50,,38,36,38,32,36,57,237,normal,
659,660,Diggersby,10,424,Bunnelby,85,56,77,50,77,78,423,normal,ground
660,661,Fletchling,3,17,,45,50,43,40,38,62,278,normal,flying
661,662,Fletchinder,7,160,Fletchling,62,73,55,56,52,84,382,fire,flying
662,663,Talonflame,12,245,Fletchinder,78,81,71,74,69,126,499,fire,flying
663,664,Scatterbug,3,25,,38,35,40,27,25,35,200,bug,
664,665,Spewpa,3,84,Scatterbug,45,22,60,27,30,29,213,bug,
665,666,Vivillon,12,170,Spewpa,80,52,50,90,50,89,411,bug,flying
666,667,Litleo,6,135,,62,50,58,73,54,72,369,fire,normal
667,668,Pyroar,15,815,Litleo,86,68,72,109,66,106,507,fire,normal
668,669,Flabebe,1,1,,44,38,39,61,79,42,303,fairy,
669,670,Floette,2,9,Flabebe,54,45,47,75,98,52,371,fairy,
670,671,Florges,11,100,Floette,78,65,68,112,154,75,552,fairy,
671,672,Skiddo,9,310,,66,65,48,62,57,52,350,grass,
672,673,Gogoat,17,910,Skiddo,123,100,62,97,81,68,531,grass,
673,674,Pancham,6,80,,67,82,62,46,48,43,348,fighting,
674,675,Pangoro,21,1360,Pancham,95,124,78,69,71,58,495,fighting,dark
675,676,Furfrou,12,280,,75,80,60,65,90,102,472,normal,
676,677,Espurr,3,35,,62,48,54,63,60,68,355,psychic,
677,678,Meowstic-Male,6,85,,74,48,76,83,81,104,466,psychic,
678,679,Honedge,8,20,,45,80,100,35,37,28,325,steel,ghost
679,680,Doublade,8,45,Honedge,59,110,150,45,49,35,448,steel,ghost
680,681,Aegislash-Shield,17,530,,60,50,140,50,140,60,500,steel,ghost
681,682,Spritzee,2,5,,78,52,60,63,65,23,341,fairy,
682,683,Aromatisse,8,155,Spritzee,101,72,72,99,89,29,462,fairy,
683,684,Swirlix,4,35,,62,48,66,59,57,49,341,fairy,
684,685,Slurpuff,8,50,Swirlix,82,80,86,85,75,72,480,fairy,
685,686,Inkay,4,35,,53,54,53,37,46,45,288,dark,psychic
686,687,Malamar,15,470,Inkay,86,92,88,68,75,73,482,dark,psychic
687,688,Binacle,5,310,,42,52,67,39,56,50,306,rock,water
688,689,Barbaracle,13,960,Binacle,72,105,115,54,86,68,500,rock,water
689,690,Skrelp,5,73,,50,60,60,60,60,30,320,poison,water
690,691,Dragalge,18,815,Skrelp,65,75,90,97,123,44,494,poison,dragon
691,692,Clauncher,5,83,,50,53,62,58,63,44,330,water,
692,693,Clawitzer,13,353,Clauncher,71,73,88,120,89,59,500,water,
693,694,Helioptile,5,60,,44,38,33,61,43,70,289,electric,normal
694,695,Heliolisk,10,210,Helioptile,62,55,52,109,94,109,481,electric,normal
695,696,Tyrunt,8,260,,58,89,77,45,45,48,362,rock,dragon
696,697,Tyrantrum,25,2700,Tyrunt,82,121,119,69,59,71,521,rock,dragon
697,698,Amaura,13,252,,77,59,50,67,63,46,362,rock,ice
698,699,Aurorus,27,2250,Amaura,123,77,72,99,92,58,521,rock,ice
699,700,Sylveon,10,235,Eevee,95,65,65,110,130,60,525,fairy,
700,701,Hawlucha,8,215,,78,92,75,74,63,118,500,fighting,flying
701,702,Dedenne,2,22,,67,58,57,81,67,101,431,electric,fairy
702,703,Carbink,3,57,,50,50,150,50,150,50,500,rock,fairy
703,704,Goomy,3,28,,45,50,35,55,75,40,300,dragon,
704,705,Sliggoo,8,175,Goomy,68,75,53,83,113,60,452,dragon,
705,706,Goodra,20,1505,Sliggoo,90,100,70,110,150,80,600,dragon,
706,707,Klefki,2,30,,57,80,91,80,87,75,470,steel,fairy
707,708,Phantump,4,70,,43,70,48,50,60,38,309,ghost,grass
708,709,Trevenant,15,710,Phantump,85,110,76,65,82,56,474,ghost,grass
709,710,Pumpkaboo-Average,4,50,,49,66,70,44,55,51,335,ghost,grass
710,711,Gourgeist-Average,9,125,,65,90,122,58,75,84,494,ghost,grass
711,712,Bergmite,10,995,,55,69,85,32,35,28,304,ice,
712,713,Avalugg,20,5050,Bergmite,95,117,184,44,46,28,514,ice,
713,714,Noibat,5,80,,40,30,35,45,40,55,245,flying,dragon
714,715,Noivern,15,850,Noibat,85,70,80,97,80,123,535,flying,dragon
715,716,Xerneas,30,2150,,126,131,95,131,98,99,680,fairy,
716,717,Yveltal,58,2030,,126,131,95,131,98,99,680,dark,flying
717,718,Zygarde-50,50,3050,,108,100,121,81,95,95,600,dragon,ground
718,719,Diancie,7,88,,50,100,150,100,150,50,600,rock,fairy
719,720,Hoopa,5,90,,80,110,60,150,130,70,600,psychic,ghost
720,721,Volcanion,17,1950,,80,110,120,130,90,70,600,fire,water
721,722,Rowlet,3,15,,68,55,55,50,50,42,320,grass,flying
722,723,Dartrix,7,160,Rowlet,78,75,75,70,70,52,420,grass,flying
723,724,Decidueye,16,366,Dartrix,78,107,75,100,100,70,530,grass,ghost
724,725,Litten,4,43,,45,65,40,60,40,70,320,fire,
725,726,Torracat,7,250,Litten,65,85,50,80,50,90,420,fire,
726,727,Incineroar,18,830,Torracat,95,115,90,80,90,60,530,fire,dark
727,728,Popplio,4,75,,50,54,54,66,56,40,320,water,
728,729,Brionne,6,175,Popplio,60,69,69,91,81,50,420,water,
729,730,Primarina,18,440,Brionne,80,74,74,126,116,60,530,water,fairy
730,731,Pikipek,3,12,,35,75,30,30,30,65,265,normal,flying
731,732,Trumbeak,6,148,Pikipek,55,85,50,40,50,75,355,normal,flying
732,733,Toucannon,11,260,Trumbeak,80,120,75,75,75,60,485,normal,flying
733,734,Yungoos,4,60,,48,70,30,30,30,45,253,normal,
734,735,Gumshoos,7,142,Yungoos,88,110,60,55,60,45,418,normal,
735,736,Grubbin,4,44,,47,62,45,55,45,46,300,bug,
736,737,Charjabug,5,105,Grubbin,57,82,95,55,75,36,400,bug,electric
737,738,Vikavolt,15,450,Charjabug,77,70,90,145,75,43,500,bug,electric
738,739,Crabrawler,6,70,,47,82,57,42,47,63,338,fighting,
739,740,Crabominable,17,1800,Crabrawler,97,132,77,62,67,43,478,fighting,ice
740,741,Oricorio-Baile,6,34,,75,70,70,98,70,93,476,fire,flying
741,742,Cutiefly,1,2,,40,45,40,55,40,84,304,bug,fairy
742,743,Ribombee,2,5,Cutiefly,60,55,60,95,70,124,464,bug,fairy
743,744,Rockruff,5,92,,45,65,40,30,40,60,280,rock,
744,745,Lycanroc-Midday,8,250,,75,115,65,55,65,112,487,rock,
745,746,Wishiwashi-Solo,2,3,,45,20,20,25,25,40,175,water,
746,747,Mareanie,4,80,,50,53,62,43,52,45,305,poison,water
747,748,Toxapex,7,145,Mareanie,50,63,152,53,142,35,495,poison,water
748,749,Mudbray,10,1100,,70,100,70,45,55,45,385,ground,
749,750,Mudsdale,25,9200,Mudbray,100,125,100,55,85,35,500,ground,
750,751,Dewpider,3,40,,38,40,52,40,72,27,269,water,bug
751,752,Araquanid,18,820,Dewpider,68,70,92,50,132,42,454,water,bug
752,753,Fomantis,3,15,,40,55,35,50,35,35,250,grass,
753,754,Lurantis,9,185,Fomantis,70,105,90,80,90,45,480,grass,
754,755,Morelull,2,15,,40,35,55,65,75,15,285,grass,fairy
755,756,Shiinotic,10,115,Morelull,60,45,80,90,100,30,405,grass,fairy
756,757,Salandit,6,48,,48,44,40,71,40,77,320,poison,fire
757,758,Salazzle,12,222,Salandit,68,64,60,111,60,117,480,poison,fire
758,759,Stufful,5,68,,70,75,50,45,50,50,340,normal,fighting
759,760,Bewear,21,1350,Stufful,120,125,80,55,60,60,500,normal,fighting
760,761,Bounsweet,3,32,,42,30,38,30,38,32,210,grass,
761,762,Steenee,7,82,Bounsweet,52,40,48,40,48,62,290,grass,
762,763,Tsareena,12,214,Steenee,72,120,98,50,98,72,510,grass,
763,764,Comfey,1,3,,51,52,90,82,110,100,485,fairy,
764,765,Oranguru,15,760,,90,60,80,90,110,60,490,normal,psychic
